2,1,
0,2,
0,3,
0,4,
0,5,
0,6,
1,7,
0,8,
0,9,
0,10,
0,11,
0,12,
2,13,
2,14,
2,15,
2,16,
2,17,
2,18,
2,19,
2,20,
2,21,
0,22,
2,23,
2,24,
0,25,
0,26,
0,27,
0,28,
2,29,
0,30,
0,31,
2,32,
2,33,
0,34,
2,35,
0,36,
2,37,
2,38,
0,39,
0,40,
2,41,
2,42,
2,43,
2,44,
2,45,
2,46,
2,47,
2,48,
2,49,
2,50,
2,51,
0,52,
2,53,
2,54,
2,55,
2,56,
2,57,
2,58,
2,59,
1,60,
2,61,
2,62,
2,63,
2,64,
2,65,
0,66,
2,67,
0,68,
2,69,
2,70,
2,71,
2,72,
2,73,
2,74,
2,75,
2,76,
2,77,
2,78,
2,79,
2,80,
2,81,
2,82,
2,83,
2,84,
2,85,
2,86,
0,87,
2,88,
2,89,
2,90,
2,91,
2,92,
2,93,
0,94,
2,95,
0,96,
0,97,
2,98,
2,99,
0,100,
2,101,
2,102,
2,103,
2,104,
2,105,
2,106,
2,107,
2,108,
2,109,
2,110,
2,111,
0,112,
2,113,
2,114,
2,115,
2,116,
2,117,
2,118,
2,119,
2,120,
2,121,
0,122,
2,123,
0,124,
2,125,
2,126,
2,127,
2,128,
2,129,
2,130,
2,131,
2,132,
2,133,
2,134,
2,135,
2,136,
2,137,
2,138,
2,139,
0,140,
2,141,
2,142,
2,143,
0,144,
2,145,
2,146,
2,147,
2,148,
2,149,
2,150,
2,151,
2,152,
2,153,
2,154,
2,155,
2,156,
2,157,
2,158,
2,159,
2,160,
2,161,
2,162,
0,163,
2,164,
2,165,
2,166,
2,167,
2,168,
2,169,
2,170,
2,171,
2,172,
0,173,
2,174,
2,175,
2,176,
0,177,
2,178,
2,179,
2,180,
2,181,
2,182,
2,183,
0,184,
2,185,
0,186,
2,187,
2,188,
2,189,
2,190,
1,191,
2,192,
2,193,
2,194,
2,195,
2,196,
2,197,
2,198,
2,199,
2,200,
2,201,
0,202,
2,203,
2,204,
2,205,
0,206,
2,207,
2,208,
2,209,
2,210,
2,211,
0,212,
2,213,
2,214,
2,215,
2,216,
2,217,
2,218,
2,219,
2,220,
2,221,
2,222,
2,223,
2,224,
2,225,
2,226,
2,227,
2,228,
2,229,
2,230,
2,231,
2,232,
2,233,
2,234,
2,235,
2,236,
2,237,
2,238,
2,239,
0,240,
2,241,
0,242,
2,243,
2,244,
2,245,
0,246,
2,247,
2,248,
0,249,
0,250,
2,251,
2,252,
2,253,
2,254,
0,255,
0,256,
2,257,
2,258,
2,259,
2,260,
0,261,
0,262,
2,263,
2,264,
2,265,
0,266,
0,267,
2,268,
2,269,
2,270,
2,271,
0,272,
0,273,
2,274,
0,275,
2,276,
0,277,
2,278,
2,279,
2,280,
2,281,
2,282,
2,283,
2,284,
2,285,
2,286,
2,287,
2,288,
2,289,
2,290,
2,291,
0,292,
2,293,
0,294,
0,295,
2,296,
2,297,
2,298,
2,299,
2,300,
2,301,
2,302,
0,303,
2,304,
2,305,
0,306,
2,307,
2,308,
2,309,
2,310,
2,311,
2,312,
0,313,
2,314,
2,315,
2,316,
2,317,
2,318,
2,319,
2,320,
0,321,
2,322,
2,323,
2,324,
2,325,
2,326,
2,327,
2,328,
2,329,
2,330,
2,331,
2,332,
2,333,
2,334,
2,335,
2,336,
2,337,
2,338,
2,339,
2,340,
2,341,
2,342,
0,343,
2,344,
2,345,
2,346,
2,347,
2,348,
2,349,
2,350,
2,351,
2,352,
2,353,
2,354,
2,355,
2,356,
2,357,
2,358,
2,359,
2,360,
2,361,
2,362,
2,363,
2,364,
0,365,
2,366,
2,367,
2,368,
2,369,
2,370,
2,371,
2,372,
2,373,
2,374,
0,375,
2,376,
2,377,
2,378,
2,379,
0,380,
2,381,
2,382,
2,383,
2,384,
2,385,
2,386,
2,387,
2,388,
2,389,
2,390,
2,391,
2,392,
1,393,
2,394,
2,395,
2,396,
2,397,
0,398,
2,399,
2,400,
2,401,
2,402,
2,403,
2,404,
2,405,
2,406,
2,407,
2,408,
2,409,
2,410,
2,411,
2,412,
2,413,
2,414,
2,415,
2,416,
0,417,
2,418,
2,419,
2,420,
2,421,
0,422,
